eta.ata.atd.vesseldwt.vesseltype.discharge1.load1.discharge2.load2.discharge3.load3.discharge4.load4.stevedorenames.hasnohamis.earliesteta.latesteta.traveltype.previousportid.nextportid.isremarkable.vesselid
2017-10-16 00:00:00+00.2017-10-16 00:00:00+00.2017-10-17 00:00:00+00.60200.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-10-14 00:00:00+00.2017-10-16 00:00:00+00.ARRIVAL.766.18.f.5615
2017-09-12 00:00:00+00.2017-09-12 00:00:00+00.2017-09-13 00:00:00+00.7133.3.0.4188.0.0.0.0.0.0.Stevedore_77..2017-09-12 00:00:00+00.2017-09-12 00:00:00+00.ARRIVAL.45.1037.f.894
2017-09-09 00:00:00+00.2017-09-08 00:00:00+00.2017-09-10 00:00:00+00.2300.3.0.0.0.0.0.0.0.0.Stevedore_89,Stevedore_74..2017-09-08 00:00:00+00.2017-09-09 00:00:00+00.SHIFT.5.126.f.1169
2017-09-10 00:00:00+00.2017-09-09 00:00:00+00.2017-09-10 00:00:00+00.2500.3.0.0.0.0.0.0.0.0.Stevedore_74..2017-09-09 00:00:00+00.2017-09-10 00:00:00+00.SHIFT.3.995.f.1831
2017-09-19 00:00:00+00.2017-09-19 00:00:00+00.2017-09-22 00:00:00+00.32017.2.0.0.0.0.0.0.0.0.Stevedore_74..2017-09-19 00:00:00+00.2017-09-19 00:00:00+00.ARRIVAL.307.59.f.7143
2017-10-05 00:00:00+00.2017-10-05 00:00:00+00.2017-10-07 00:00:00+00.158070.5.0.0.0.0.131231.0.0.0.Stevedore_83..2017-10-05 00:00:00+00.2017-10-05 00:00:00+00.ARRIVAL.1291.1156.f.7144
2017-11-02 00:00:00+00.2017-11-05 00:00:00+00.2017-11-06 00:00:00+00.23295.3.0.0.0.0.0.0.0.0.Stevedore_110..2017-11-02 00:00:00+00.2017-11-02 00:00:00+00.ARRIVAL.31.1851.f.7146
2017-10-17 00:00:00+00.2017-10-17 00:00:00+00.2017-10-19 00:00:00+00.104525.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-10-17 00:00:00+00.2017-10-17 00:00:00+00.ARRIVAL.1114.19.f.5759
2017-10-31 00:00:00+00.2017-10-31 00:00:00+00.2017-11-02 00:00:00+00.95660.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-10-31 00:00:00+00.2017-10-31 00:00:00+00.ARRIVAL.1114.19.f.6608
2017-10-06 00:00:00+00.2017-10-06 00:00:00+00.2017-10-08 00:00:00+00.155470.3.0.0.0.0.0.0.0.0.Stevedore_64..2017-10-06 00:00:00+00.2017-10-06 00:00:00+00.ARRIVAL.19.766.f.5144
2017-10-07 00:00:00+00.2017-10-03 00:00:00+00.2017-10-10 00:00:00+00.12500.3.0.0.0.0.0.0.0.0.Stevedore_65,Stevedore_94..2017-10-03 00:00:00+00.2017-10-09 00:00:00+00.SHIFT.70.612.f.5015
2017-11-10 00:00:00+00.2017-11-10 00:00:00+00.2017-11-12 00:00:00+00.152344.3.0.0.0.0.0.0.0.0.Stevedore_64..2017-11-10 00:00:00+00.2017-11-10 00:00:00+00.ARRIVAL.19.766.f.4895
2017-11-02 00:00:00+00.2017-11-02 00:00:00+00.2017-11-03 00:00:00+00.152344.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-11-02 00:00:00+00.2017-11-02 00:00:00+00.ARRIVAL.1040.766.f.4874
2017-10-07 00:00:00+00.2017-10-04 00:00:00+00.2017-10-08 00:00:00+00.8571.5.0.0.0.0.0.0.0.0.Stevedore_48,Stevedore_103..2017-10-02 00:00:00+00.2017-10-07 00:00:00+00.SHIFT.18.269.f.4165
2017-10-08 00:00:00+00.2017-10-06 00:00:00+00.2017-10-10 00:00:00+00.111775.5.0.0.0.0.99862.0.0.0.Stevedore_83..2017-10-06 00:00:00+00.2017-10-08 00:00:00+00.ARRIVAL.1034.1156.f.2340
2017-04-27 14:00:00+00.2017-05-14 00:00:00+00.2017-05-16 00:00:00+00.6095.5.0.0.0.0.0.0.0.0.Stevedore_35..2017-04-27 14:00:00+00.2017-04-27 14:00:00+00.ARRIVAL.18.18.f.4335
2017-10-01 00:00:00+00.2017-10-01 00:00:00+00.2017-10-04 00:00:00+00.17894.3.0.0.0.0.0.0.0.0.Stevedore_64,Stevedore_57,Stevedore_89..2017-10-01 00:00:00+00.2017-10-03 00:00:00+00.SHIFT.1000.18.f.4942
2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.2017-10-03 00:00:00+00.8137.3.0.0.0.0.0.0.0.0.Stevedore_57,Stevedore_64,Stevedore_99,Stevedore_75..2017-10-02 00:00:00+00.2017-10-03 00:00:00+00.SHIFT.387.118.f.4647
2017-10-19 00:00:00+00.2017-10-19 00:00:00+00.2017-10-20 00:00:00+00.13200.3.0.0.0.0.0.0.0.0.Stevedore_45..2017-10-19 00:00:00+00.2017-10-19 00:00:00+00.ARRIVAL.19.74.f.5584
2017-09-30 00:00:00+00.2017-09-30 00:00:00+00.2017-10-01 00:00:00+00.12527.3.0.0.0.0.0.0.0.0.Stevedore_96..2017-09-30 00:00:00+00.2017-09-30 00:00:00+00.ARRIVAL.92.58.f.4655
2017-10-04 00:00:00+00.2017-10-04 00:00:00+00.2017-10-04 00:00:00+00.14565.3.0.0.0.0.0.0.0.0.Stevedore_46..2017-10-04 00:00:00+00.2017-10-04 00:00:00+00.ARRIVAL.54.71.f.4593
2017-10-08 00:00:00+00.2017-10-08 00:00:00+00.2017-10-11 00:00:00+00.13670.3.0.0.0.0.0.0.0.0.Stevedore_94..2017-10-08 00:00:00+00.2017-10-08 00:00:00+00.ARRIVAL.61.260.f.4720
2017-10-06 00:00:00+00.2017-10-05 00:00:00+00.2017-10-13 00:00:00+00.54286.2.0.39786.0.0.0.0.0.0.Stevedore_66..2017-10-05 00:00:00+00.2017-10-06 00:00:00+00.ARRIVAL.1370.1142.f.7259
2017-09-21 00:00:00+00.2017-09-21 00:00:00+00.2017-09-21 00:00:00+00.3740.3.0.0.0.0.0.0.0.0.Stevedore_65..2017-09-21 00:00:00+00.2017-09-21 00:00:00+00.ARRIVAL.18.18.f.5880
2017-11-03 00:00:00+00.2017-11-03 00:00:00+00.2017-11-03 00:00:00+00.9741.3.0.0.0.0.0.0.0.0.Stevedore_92..2017-11-03 00:00:00+00.2017-11-03 00:00:00+00.ARRIVAL.14.14.f.4596
2017-09-11 00:00:00+00.2017-09-11 00:00:00+00.2017-09-12 00:00:00+00.2300.3.0.0.0.0.0.0.0.0.Stevedore_74..2017-09-11 00:00:00+00.2017-09-11 00:00:00+00.ARRIVAL.71.42.f.1671
2017-10-07 00:00:00+00.2017-10-07 00:00:00+00.2017-10-18 00:00:00+00.82191.2.0.0.0.0.0.0.0.0.Stevedore_75..2017-10-07 00:00:00+00.2017-10-07 00:00:00+00.ARRIVAL.984.981.f.7263
2017-10-04 00:00:00+00.2017-10-04 00:00:00+00.2017-10-06 00:00:00+00.4442.5.0.0.0.0.0.0.0.0.Stevedore_103..2017-10-04 00:00:00+00.2017-10-04 00:00:00+00.ARRIVAL.338.45.f.3926
2017-10-08 00:00:00+00.2017-10-11 00:00:00+00.2017-10-14 00:00:00+00.126955.5.0.0.0.0.102817.0.0.0.Stevedore_114..2017-10-08 00:00:00+00.2017-10-08 00:00:00+00.ARRIVAL.64.19.f.2286
2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.2017-10-03 00:00:00+00.12090.5.0.0.0.0.0.0.0.0.Stevedore_52..2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.ARRIVAL.56.1032.f.3099
2017-10-04 00:00:00+00.2017-10-03 00:00:00+00.2017-10-05 00:00:00+00.5717.5.0.0.0.0.0.0.0.0.Stevedore_79,Stevedore_104..2017-10-03 00:00:00+00.2017-10-04 00:00:00+00.ARRIVAL.19.544.f.3131
2017-09-14 00:00:00+00.2017-09-13 00:00:00+00.2017-09-16 00:00:00+00.14418.3.0.0.0.0.0.0.0.0.Stevedore_86,Stevedore_11..2017-09-13 00:00:00+00.2017-09-14 00:00:00+00.SHIFT.95.675.f.5950
2017-10-03 00:00:00+00.2017-10-03 00:00:00+00.2017-10-04 00:00:00+00.5504.5.0.0.0.0.0.0.0.0.Stevedore_112..2017-10-03 00:00:00+00.2017-10-03 00:00:00+00.ARRIVAL.54.5.f.4203
2017-09-18 00:00:00+00.2017-09-18 00:00:00+00.2017-09-19 00:00:00+00.4966.3.0.0.0.0.0.0.0.0.Stevedore_89..2017-09-18 00:00:00+00.2017-09-18 00:00:00+00.ARRIVAL.124.5.f.1842
2017-10-03 00:00:00+00.2017-10-04 00:00:00+00.2017-10-06 00:00:00+00.106043.3.0.0.0.0.0.0.0.0.Stevedore_29..2017-10-03 00:00:00+00.2017-10-03 00:00:00+00.ARRIVAL.261.981.f.5520
2017-09-19 00:00:00+00.2017-09-17 00:00:00+00.2017-09-21 00:00:00+00.7099.3.0.0.0.0.0.0.0.0.Stevedore_102..2017-09-17 00:00:00+00.2017-09-19 00:00:00+00.SHIFT.677.23.f.5761
2017-10-01 00:00:00+00.2017-10-01 00:00:00+00.2017-10-01 00:00:00+00.6374.3.0.0.0.0.0.0.0.0.Stevedore_46..2017-10-01 00:00:00+00.2017-10-01 00:00:00+00.ARRIVAL.32.32.f.4606
2017-09-03 00:00:00+00.2017-09-04 00:00:00+00.2017-09-04 00:00:00+00.2300.3.0.0.0.0.0.0.0.0.Stevedore_94..2017-09-03 00:00:00+00.2017-09-03 00:00:00+00.ARRIVAL.3.2.f.1673
2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.13439.3.0.0.0.0.0.0.0.0.Stevedore_46..2017-10-02 00:00:00+00.2017-10-02 00:00:00+00.ARRIVAL.32.666.f.4598
2017-10-03 00:00:00+00.2017-10-03 00:00:00+00.2017-10-05 00:00:00+00.25049.5.0.0.0.0.0.0.16609.0.Stevedore_62..2017-10-03 00:00:00+00.2017-10-03 00:00:00+00.ARRIVAL.18.981.f.2533
2017-05-09 00:00:00+00.2017-05-09 00:00:00+00.2017-05-11 00:00:00+00.53021.3.0.0.50743.0.0.0.0.0.Stevedore_67..2017-05-08 14:00:00+00.2017-05-09 00:00:00+00.ARRIVAL.320.981.f.6295
2017-05-23 00:00:00+00.2017-05-23 00:00:00+00.2017-05-24 00:00:00+00.106043.3.0.0.0.0.0.0.0.0.Stevedore_28..2017-05-19 14:00:00+00.2017-05-23 00:00:00+00.ARRIVAL.31.261.f.5134
2017-05-08 00:00:00+00.2017-05-08 00:00:00+00.2017-05-09 00:00:00+00.7724.3.0.0.0.0.0.0.0.0.Stevedore_100,Stevedore_69..2017-05-07 14:00:00+00.2017-05-08 00:00:00+00.ARRIVAL.63.270.f.5861
2017-05-02 14:00:00+00.2017-05-02 00:00:00+00.2017-05-05 00:00:00+00.33152.3.0.0.0.0.0.0.0.0.Stevedore_65..2017-05-01 14:00:00+00.2017-05-02 14:00:00+00.SHIFT.146.981.f.6298
2017-05-08 00:00:00+00.2017-05-08 00:00:00+00.2017-05-10 00:00:00+00.28451.2.0.0.0.0.0.0.0.0.Stevedore_74..2017-05-06 14:00:00+00.2017-05-08 00:00:00+00.ARRIVAL.303.981.f.6303
2017-05-09 00:00:00+00.2017-05-09 00:00:00+00.2017-05-20 00:00:00+00.81586.2.0.0.0.0.0.0.0.0.Stevedore_26..2017-05-04 14:00:00+00.2017-05-09 00:00:00+00.ARRIVAL.253.99.f.6304
2017-05-05 00:00:00+00.2017-05-05 00:00:00+00.2017-05-05 00:00:00+00.2285.3.0.0.0.0.0.0.0.0.Stevedore_41..2017-05-04 14:00:00+00.2017-05-05 00:00:00+00.ARRIVAL.10.10.f.65
2017-05-06 00:00:00+00.2017-05-06 00:00:00+00.2017-05-09 00:00:00+00.34167.2.0.0.0.0.0.0.0.0.Stevedore_74..2017-05-05 14:00:00+00.2017-05-06 00:00:00+00.ARRIVAL.74.18.f.6301
2017-05-04 00:00:00+00.2017-05-04 00:00:00+00.2017-05-07 00:00:00+00.3700.3.0.0.0.0.0.0.0.0.Stevedore_74,Stevedore_26..2017-05-03 14:00:00+00.2017-05-06 00:00:00+00.ARRIVAL.71.23.f.1018
2017-05-05 14:00:00+00.2017-05-06 00:00:00+00.2017-05-09 00:00:00+00.3689.3.0.0.0.0.0.0.0.0.Stevedore_89..2017-05-05 14:00:00+00.2017-05-05 14:00:00+00.ARRIVAL.27.18.f.1697
2017-05-07 00:00:00+00.2017-05-07 00:00:00+00.2017-05-07 00:00:00+00.11521.3.0.0.0.0.0.0.0.0.Stevedore_102..2017-05-06 14:00:00+00.2017-05-07 00:00:00+00.ARRIVAL.111.102.f.4576
2017-05-08 00:00:00+00.2017-05-08 00:00:00+00.2017-05-09 00:00:00+00.2499.3.0.0.0.0.0.0.0.0.Stevedore_87..2017-05-05 14:00:00+00.2017-05-08 00:00:00+00.ARRIVAL.31.981.f.1499
2017-05-31 14:00:00+00.2017-06-05 00:00:00+00.2017-06-05 00:00:00+00.30804.3.0.0.0.0.0.0.0.0.Stevedore_109..2017-05-31 14:00:00+00.2017-05-31 14:00:00+00.ARRIVAL.291.981.f.4997
2017-05-05 14:00:00+00.2017-05-06 00:00:00+00.2017-05-07 00:00:00+00.17350.3.0.0.0.0.0.0.0.0.Stevedore_45..2017-05-05 14:00:00+00.2017-05-05 14:00:00+00.ARRIVAL.74.919.f.5679
2017-05-04 14:00:00+00.2017-05-05 00:00:00+00.2017-05-07 00:00:00+00.105468.3.0.0.0.0.0.0.0.0.Stevedore_64..2017-05-04 14:00:00+00.2017-05-04 14:00:00+00.ARRIVAL.1040.25.f.6306
2017-04-30 14:00:00+00.2017-05-01 00:00:00+00.2017-05-12 00:00:00+00.74757.2.0.0.0.0.0.0.0.0.Stevedore_75..2017-04-30 14:00:00+00.2017-04-30 14:00:00+00.ARRIVAL.169.981.f.6300
2017-05-06 00:00:00+00.2017-05-05 00:00:00+00.2017-05-10 00:00:00+00.13190.5.0.0.0.0.0.0.11947.9983.Stevedore_35,Stevedore_90,Stevedore_50..2017-05-04 14:00:00+00.2017-05-08 00:00:00+00.SHIFT.5.5.f.3038
2017-05-24 14:00:00+00.2017-05-25 00:00:00+00.2017-05-25 00:00:00+00.34282.3.0.0.0.0.0.0.0.0.Stevedore_109..2017-05-24 14:00:00+00.2017-05-24 14:00:00+00.ARRIVAL.291.981.f.5007
2017-05-21 00:00:00+00.2017-05-21 00:00:00+00.2017-05-22 00:00:00+00.27322.3.0.0.0.0.0.0.0.0.Stevedore_109..2017-05-20 14:00:00+00.2017-05-21 00:00:00+00.ARRIVAL.74.15.f.5000
2017-05-15 14:00:00+00.2017-05-18 00:00:00+00.2017-05-20 00:00:00+00.103260.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-05-15 14:00:00+00.2017-05-15 14:00:00+00.ARRIVAL.1114.19.f.4868
2017-05-20 14:00:00+00.2017-05-19 00:00:00+00.2017-05-20 00:00:00+00.153500.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-05-20 14:00:00+00.2017-05-20 14:00:00+00.ARRIVAL.19.18.f.5402
2017-05-08 00:00:00+00.2017-05-07 00:00:00+00.2017-05-10 00:00:00+00.22708.3.0.0.0.0.0.0.0.0.Stevedore_64,Stevedore_99,Stevedore_75..2017-05-06 14:00:00+00.2017-05-09 00:00:00+00.SHIFT.1000.19.f.4857
2017-05-08 00:00:00+00.2017-05-07 00:00:00+00.2017-05-10 00:00:00+00.5212.3.0.0.0.0.0.0.0.0.Stevedore_99,Stevedore_57,Stevedore_64,Stevedore_89..2017-05-06 14:00:00+00.2017-05-09 00:00:00+00.SHIFT.389.766.f.5036
2017-05-05 14:00:00+00.2017-05-07 00:00:00+00.2017-05-08 00:00:00+00.20073.3.0.0.0.0.0.0.0.0.Stevedore_99,Stevedore_64,Stevedore_109..2017-05-04 14:00:00+00.2017-05-05 14:00:00+00.SHIFT.18.1000.f.5246
2017-05-03 14:00:00+00.2017-05-03 00:00:00+00.2017-05-06 00:00:00+00.22967.3.0.0.0.0.0.0.0.0.Stevedore_109,Stevedore_57,Stevedore_64,Stevedore_99..2017-04-24 14:00:00+00.2017-05-03 14:00:00+00.SHIFT.15.260.f.4872
2017-05-04 14:00:00+00.2017-05-04 00:00:00+00.2017-05-07 00:00:00+00.14483.3.0.0.0.0.0.0.0.0.Stevedore_64,Stevedore_109,Stevedore_99,Stevedore_57..2017-05-03 14:00:00+00.2017-05-06 14:00:00+00.SHIFT.72.988.f.4890
2017-04-29 14:00:00+00.2017-05-06 00:00:00+00.2017-05-09 00:00:00+00.30346.3.0.7005.0.0.0.0.0.0.Stevedore_77..2017-04-29 14:00:00+00.2017-04-29 14:00:00+00.ARRIVAL.280.18.f.6299
2017-05-10 00:00:00+00.2017-05-09 00:00:00+00.2017-05-14 00:00:00+00.12893.3.0.0.0.0.0.0.0.0.Stevedore_109,Stevedore_45,Stevedore_57,Stevedore_64,Stevedore_99,Stevedore_89..2017-05-02 14:00:00+00.2017-05-13 00:00:00+00.SHIFT.95.42.f.4740
2017-05-13 14:00:00+00.2017-05-14 00:00:00+00.2017-05-14 00:00:00+00.27322.3.0.0.0.0.0.0.0.0.Stevedore_109..2017-05-13 14:00:00+00.2017-05-13 14:00:00+00.ARRIVAL.74.15.f.5008
2017-05-11 00:00:00+00.2017-05-11 00:00:00+00.2017-05-12 00:00:00+00.30608.3.0.0.0.0.0.0.0.0.Stevedore_45..2017-05-10 14:00:00+00.2017-05-11 00:00:00+00.ARRIVAL.74.919.f.5346
2017-05-07 00:00:00+00.2017-05-06 00:00:00+00.2017-05-08 00:00:00+00.11257.3.0.0.0.0.0.0.0.0.Stevedore_57,Stevedore_99,Stevedore_64,Stevedore_89..2017-05-02 14:00:00+00.2017-05-08 00:00:00+00.SHIFT.73.35.f.4747
2017-05-25 00:00:00+00.2017-05-25 00:00:00+00.2017-05-26 00:00:00+00.39425.3.0.0.0.0.0.0.0.0.Stevedore_99,Stevedore_75..2017-05-20 14:00:00+00.2017-05-25 00:00:00+00.ARRIVAL.18.18.f.5321
2017-05-13 14:00:00+00.2017-05-13 00:00:00+00.2017-05-15 00:00:00+00.20073.3.0.0.0.0.0.0.0.0.Stevedore_99,Stevedore_64,Stevedore_109..2017-05-12 14:00:00+00.2017-05-13 14:00:00+00.SHIFT.18.1000.f.5246
2017-05-10 00:00:00+00.2017-05-10 00:00:00+00.2017-05-11 00:00:00+00.11253.3.0.0.0.0.0.0.0.0.Stevedore_45,Stevedore_99..2017-05-10 00:00:00+00.2017-05-10 14:00:00+00.ARRIVAL.19.18.f.4653
2017-05-11 14:00:00+00.2017-05-13 00:00:00+00.2017-05-13 00:00:00+00.80551.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-11 14:00:00+00.2017-05-11 14:00:00+00.ARRIVAL.766.261.f.5587
2017-05-08 00:00:00+00.2017-05-07 00:00:00+00.2017-05-09 00:00:00+00.9654.3.0.0.0.0.0.0.0.0.Stevedore_64,Stevedore_110,Stevedore_57,Stevedore_89,Stevedore_109..2017-05-06 14:00:00+00.2017-05-08 00:00:00+00.SHIFT.79.387.f.4843
2017-05-03 14:00:00+00.2017-05-04 00:00:00+00.2017-05-07 00:00:00+00.186650.3.0.0.0.0.0.0.0.0.Stevedore_28..2017-05-03 14:00:00+00.2017-05-03 14:00:00+00.ARRIVAL.725.19.f.5561
2017-05-07 14:00:00+00.2017-05-12 00:00:00+00.2017-05-13 00:00:00+00.65981.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-05-07 14:00:00+00.2017-05-07 14:00:00+00.ARRIVAL.73.19.f.5578
2017-05-05 14:00:00+00.2017-05-07 00:00:00+00.2017-05-09 00:00:00+00.134869.3.0.0.0.0.0.0.0.0.Stevedore_64..2017-05-05 14:00:00+00.2017-05-05 14:00:00+00.ARRIVAL.766.766.f.6308
2017-05-11 14:00:00+00.2017-05-12 00:00:00+00.2017-05-16 00:00:00+00.46428.3.0.0.0.0.0.0.0.2546.Stevedore_102,Stevedore_65..2017-05-10 14:00:00+00.2017-05-11 14:00:00+00.SHIFT.100.100.f.1988
2017-05-23 14:00:00+00.2017-05-25 00:00:00+00.2017-05-27 00:00:00+00.79559.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-23 14:00:00+00.2017-05-23 14:00:00+00.ARRIVAL.18.261.f.4793
2017-05-11 14:00:00+00.2017-05-11 00:00:00+00.2017-05-13 00:00:00+00.144131.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-11 14:00:00+00.2017-05-11 14:00:00+00.ARRIVAL.19.297.f.5385
2017-05-09 14:00:00+00.2017-05-10 00:00:00+00.2017-05-12 00:00:00+00.67679.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-05-09 14:00:00+00.2017-05-09 14:00:00+00.ARRIVAL.15.261.f.5272
2017-05-05 14:00:00+00.2017-05-06 00:00:00+00.2017-05-08 00:00:00+00.145368.3.0.0.0.0.0.0.0.0.Stevedore_57..2017-05-05 14:00:00+00.2017-05-05 14:00:00+00.ARRIVAL.19.18.f.5392
2017-05-12 14:00:00+00.2017-05-14 00:00:00+00.2017-05-17 00:00:00+00.144342.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-12 14:00:00+00.2017-05-12 14:00:00+00.ARRIVAL.15.19.f.5169
2017-05-20 14:00:00+00.2017-05-21 00:00:00+00.2017-05-23 00:00:00+00.186470.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-20 14:00:00+00.2017-05-20 14:00:00+00.ARRIVAL.19.58.f.5400
2017-05-09 14:00:00+00.2017-05-10 00:00:00+00.2017-05-11 00:00:00+00.67987.3.0.0.0.0.0.0.0.0.Stevedore_99..2017-05-09 14:00:00+00.2017-05-09 14:00:00+00.ARRIVAL.18.261.f.6310
2017-05-03 14:00:00+00.2017-05-04 00:00:00+00.2017-05-05 00:00:00+00.115639.5.0.0.0.0.86494.0.0.0.Stevedore_107..2017-05-03 14:00:00+00.2017-05-03 14:00:00+00.ARRIVAL.64.64.f.2289
